"1907000600001,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600002,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600003,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600004,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600005,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600006,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600007,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600008,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600009,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600010,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600011,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600012,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600013,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600014,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600015,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600016,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600017,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600018,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600019,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600020,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600021,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600022,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600023,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600024,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600025,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600026,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600027,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600028,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600029,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600030,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600031,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600032,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600033,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600034,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600035,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600036,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600037,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600038,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600039,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600040,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600041,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600042,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600043,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600044,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600045,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600046,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600047,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600048,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600049,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600050,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600051,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600052,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600053,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600054,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600055,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600056,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600057,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600058,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600059,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600060,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600061,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600062,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600063,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600064,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
"1907000600065,XLHOME,2,xl@dens.tv,2,00:00:00:00:00:00,NULL,CRM,eip/farid,2019-09-02 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-02-09-2019"
