"01089970340600512104082000001,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000002,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000003,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000004,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000005,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000006,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000007,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000008,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000009,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000010,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
"01089970340600512104082000011,DENSZTE,1,,0,00:00:00:00:00:00,,BATCH,aid/farid,2020-08-27 17:30:00,0000-00-00 00:00:00,0000-00-00 00:00:00,NULL,0,BATCH-27-08-2020"
